review_id,text,score,entities,sentiment
34322,simply awful. this product should be taken off the market immediately. they did absolutely nothing for my 2-yr old dog's teeth. i gave him about 4 per week until he almost choked to death on about the...,1,{},neutral
492363,"i would give it. this hot sauce is the best hot sauce that has ever been made with human hands. to compare this to tabasco is an utter mockery, but that is the most common ""hot sauce"" that most americ...",5,{},positive
446395,"luckily this is available locally so i got to try it without ordering a whole case. i find it absolutely delicious. so far it got used to make a black rice with dried cranberry dish, very simple. tomo...",5,{},neutral
151850,this oatmeal is great. i eat it almost every morning. the brands in the stores i was buying had changed the texture and i did not like them anymore. i coould not find an oatmeal i liked so i stopped e...,5,{'BRAND': ['amazon']},positive
120858,satin ice is the best tasting fondant i can find on the market. it's a little more sticky than other types of fondant but you can keep it from sticking to your hands by rubbing some crisco on your han...,5,{},positive
368062,i bought this for my 73 year old dad he had seen it on a commercial and thought it looked like good stuff..he is very pleased with it...,5,{},positive
154344,"i never saw this gift basket myself nor tried any goodies from it. i bought it to say ""thank you"" to my business associate.the recipient liked it, so i think i will purchase it again in the future. it...",4,{},positive
568077,unbeatable little tool for making shredded green papaya salad. i use it to shred many different not-so-ripe fruits and veggies besides papaya. better than the typical cheese grater for shredding becau...,5,{},positive
492898,"it sure would be nice if they stated anywhere in the description of this coffee that it is flavored. i love the bed and breakfast coffee, it's just plain coffee, so i was surprised when i received the...",1,{},positive
326270,i had a salad in a restaurant for lunch and went crazy over the roasted raspberry chipotle vinaigrette dressing. i decided to recreate the salad myself at home. the salad dressing i found in my search...,5,{},neutral
32044,i was so happy to see this deal. i recently have been using alot of pumpkin. i was so excited to see an organic product that i could actually afford! i look forward to using it in many recipies....,5,{},positive
437653,"very hot, but smooth, great consistancy, for use with most korean cusine. just a dab will do, you don't want too much. this items is tasty, but extremely hot. great side with most korean dishes...",5,{'ORG': ['dab']},positive
179196,"okay, i jumped the gun, because they were sending me the review information, before i received my chips, so i thought i would be honest, and indicate that i have not received them, and i wasn't happy ...",4,{'ORG': ['way.sorry']},positive
469702,"disappointingly, this is imitation almond extract and a terrible value. the $0.65/oz price is also quite deceiving and misleading. that fact that this is an imitation product was not made clear in the...",1,{},negative
146985,"i've tried several brands and flavors of ground coffee from amazon, and this is by far the.best.coffee.i've.had. i decided to write a review because last weekend my husband made me a latte, and it was...",5,{'BRAND': ['amazon']},neutral
21259,"my dog is relatively picky when it comes to treats, but she loves these. they don't do much to help her doggy breath, but maybe over time they will help....",4,{},neutral
234761,"i bought this item for my dog to play with. she was smart and can get out all the food in it. initially i like it since it was entertaining for my dog. however, my dog quickly chewed open the rope - o...",1,{},neutral
473872,"this tea has a nice mellow taste. it is not at all dusty and doesn't leave a bitter taste in your mouth, as is common with a lot of teas. will definately buy more in the future. the box is very nice a...",5,{},neutral
365005,"this is the best red curry, don't waste your time on the cheap imitators. mix with cocunut milk and real palm sugar + chicken and veggies and you will amaze your friend and families. this is great red...",5,{},positive
180616,"i'd received a sample of stash's english breakfast decaf with a previous order from stash's website, and i knew it was good (for decaf tea, which is always missing something -- i think it's the caffei...",4,{},positive
233360,"i can't think of anything bad to say about this coffee. every guest we have had enjoys it. i'm not much of a hazelnut person, but it tastes pretty good to me....",5,{},neutral
158427,"i ordered these when i found out the morningstar farms veggie dogs are no longer available. after reading about 100 reviews, i decided to try this variety. we have been vegetarian for 12 years, so i a...",3,{},negative
363914,"edit: i've given this three stars vs my previous 1 star when i was told the can was not meant to brew tea in. i still would prefer a ""total travel solution"", then it would have been 5 stars.original p...",3,{},neutral
426759,"lucy's cinnamon thins are crispy, yummy and entirely too tempting! they taste like snickerdoodles,and i can't quit eating them!...",5,{},neutral
203993,"after a lot of research, i decided to switch my 3-yr old doberman from iams to canidae and have been very impressed with the product. samson loves this stuff too, with the iams i had to entice him to ...",5,{'PRODUCT': ['canned food']},positive
166716,i bought this apple butter as a change of pace from my normal peanut butter or laughing cow light cheese spread. it is absolutely delicious and very healthy. it's more like a jelly but i am willing to...,5,{'PRODUCT': ['peanut butter']},neutral
257342,my cat loves this stuff! the nutrition is fair and it has alot of juice in the packet. it is a mixture of chunks of meat along with some shreads. it looks like real shreds of chicken. the sale price h...,5,{'BRAND': ['amazon']},neutral
86568,"i'm not generally a fan of hot sauces. however, when i initially came across this in a diner i gave it a sniff, and it smelled promising. it was quite good with my steak that morning. now that i have ...",5,{},positive
380154,i recently bought some of this at a local market. i decided to try it because for quite some time now i have purchased morton's light salt to cut down on the some of the sodium i take in. this diamond...,5,{'BRAND': ['amazon']},positive
422062,"if you're looking for a yummy treat for your cat, try these. after trying both the chicken and salmon flavors, my cats greatly preferred the chicken. in fact, they love them. these treats are 100% whi...",5,{},positive
216106,this is my favorite tea. it has that lovely flavor and aroma of ceylon tea. i drink way too many cups of it each day! i only wish they had a decaf version....,5,{},neutral
17808,i love my frog gummy candy...i even shared it with the grand kids (even though i don't normally share with anyone)....,5,{},positive
136889,"i like this product enough that i used to buy at least a bottle a week locally - mostly to flavor my mineral water and ice tea, while adding some vitamin c. i was scared to mail-order a 12-pack of gla...",5,{},positive
286014,"i've noticed that with a lot of products on the market today- cereals and snack items like these soynuts, the quality of the food is increasingly subpar, i.e. there are almost always a few grains or o...",3,{'ORG': ['american']},negative
38016,i planted mine in a separate area next to my yellow and mixed color sunflowers and they never sprouted. (shrugs) i wonder if i got an old batch of seeds....,1,{},neutral
488358,we recommend buying the coffee pods through amazon. they cost less than at the manufacturer's site....,5,{'BRAND': ['amazon']},positive
246569,"with a legendary name like gevalia, i was disappointed to find that the coffee contains artificial flavors. the outside packaging looks gourmet and epicurean, with gold lettering. unfortunately, artif...",2,{},negative
27076,my bishon/shitzu puppy loves these. they don't last as long as a rawhide more like a treat. the mini size are perfect for her!...,5,{},positive
484314,i drank this tea at least 4 days a week during the last 6 weeks of my pregnancy. i wish i did it the entire last trimester and everyday! i had a 6 hour natural labor and delivery and i only pushed for...,5,{},neutral
366708,these taste really great in smoothies! they add a creamy texture and a bit of a nutty flavor. what a great way to add protein to a veggie diet! love them. they arrived fresh and packed nicely. if i ev...,5,{},positive
324958,"i bought the jumbo-size bars and love being able to help myself to one at home whenever i'm in the mood. it's that combination of sweet caramel center and salty, crunchy peanut coating that does it fo...",5,{},positive
447100,"we love crystal light fruit punch. granted, this is a large amount of punch but works great when mixed in a very large container. nice price....",5,{},positive
155117,"i have been using nutiva coconut oil for over a year now and i love this product, the texture, the taste.. wonderful and light and delicious ... i have tried other brands but they have a funny after t...",5,{},positive
545586,i bought this online because i couldn't find it anywhere in the stores. the packets are easy to use and i keep several in each purse so they're always at hand. they spruce up the h2o in my water bottl...,5,{},neutral
322591,"i bought this because i'm a type 2 diabetic on byetta. i use it on my oatmeal and on fresh grapefruit. i havent used it on anything else yet, but i plan to try it when i bake some granola. its very sw...",5,{},positive
265405,"absolutely the way to go if you're cutting refined sugar. low glycemic index, tastes like sugar, great for diabetics....",5,{},positive
250866,"i absolutely love this product and most of the flavors. it is not sold in stores by me any longer, so was delighted to find it here. much better than the same type of drink sold by the other big name ...",5,{},positive
374004,i almost do not want to purchase green and black chocolate as i cannot stop at one piece but devour the entire bar. all their chocolate has this effect on me but particularly this almond one as the al...,5,{},neutral
357331,"i am the family butcher who at home, salt-cures and smokes the bacons, hams and variety meats for my family and a few friends.this salt cured cod was bought online again, as this cod is not on my groc...",5,{'ORG': ['shelf.a']},neutral
155958,my dog just smells the food and walks away. we have tried wetting the food mixing tuna fish water drained from the canned tuna.just something about the content that gives the food an smell lexie doesn...,1,{},negative
547723,"i am totally addicted to popchips! this is a very plain flavor, but tasts ok - it is not my favorite but i can eat them. it tates better than a plain chip - not greasy or anything. around 100 calories...",3,{},positive
331114,this was gross. no other way to describe it. the pasta is horrible. there are so many other pasta options. do not waste your money or taste buds on this....,1,{},positive
236606,"to be honest i'm not a huge green mountain roasters fan, and i'm from vt so i've tried just about every flavor they've come up with at one point or another, but i love their island coconut, and it dri...",5,{'BRAND': ['amazon']},positive
1534,"good product and decent shipping. however, the price was $15.95 and i later found the same item in a local store for $6.95. what a gouge....",4,{},positive
505367,"my indoor cats were initially wary - but the third time i served it, they ate it with relish - and have ever since. the outdoor cats [all volunteers, now neutered] took to it right away....",5,{},neutral
160034,"i grew up getting jelly rings from the dept store candy counters, but they are increasingly hard to find. i ordered these hoping they would be the same, but they are not. these are a dark chocolate (i...",2,{},neutral
280021,"i was definately expecting a better product from earth's best. however, these biscuits were not good at all. my son who only has 2 teeth broke these very easily. i will not be buying them again....",1,{},negative
473845,my sister brought me a few jars of this pasta sauce several years ago and i have been a fan every since....,5,{},neutral
387636,these pods do not fit in the senseo machines. the lid will not shut with just a single pod in the holder. my husband did manage to shut the lid but then the coffee leaked out the sides of the machine ...,1,{},neutral
356805,we use chicken bouillon in a lot of our home cooked meals.finding organic bouillon is oft times a challenge and so we were pleased to find this product.it doesn't need refrigeration and mixes easily i...,5,{},positive
183207,i bough this as a stocking stuffer gift for christmas. was very disappointed in how tiny the item actually was. felt item had been overpriced once received. also felt item's shipping cost was overpric...,2,{},negative
567964,this baby food is both convenient and healthy. it's great to not worry about what my son is eating and be able to grab this when i'm in a pinch!...,5,{},positive
496417,this is the most tasty protein bar i have ever had. i introduced to people at work and some of them just get hooked. it is not as chalky as other and tastes like real chocolate wafer....,5,{},neutral
360547,"my family loves this soda. we sometimes buy it from a nearby grocery store. however, i had it shipped from amazon and it is no good. i believe that somewhere in the process of getting to my home the z...",3,{'BRAND': ['amazon']},neutral
188261,i very much enjoy dark roasts. the challenge i find is that many of them are either burnt or overly bitter from poor roasting. this coffee does a very good job of being a strong dark roast that is ful...,5,{},positive
6299,too soft: i just used this sugar to bake one of the layers for a firm pound cake-like layer cake intended for decoration (wilton butter cake recipe). this is a pretty hardy cake and can stand up to ch...,2,{},positive
472833,"i was very pleased with the price, quality and taste of this coconut. i consume a lot of it by the spoonful and this was definitely the best value i could find....",5,{},positive
392345,"i have just brought one small package of canidea from my oversea agent 2weeks ago, before my puppy only tried a french brand. first i was just mixed them together and seems ok, but then the old finish...",1,{},neutral
165535,"switched to canidae from sciencediet after reading about dog foods on the internet. i haven't noticed any major differences in the dogs habits or frequencies, other than her eating habits. before, she...",5,{},neutral
10148,i bought these years ago at walmartand then they stopped carrying them. i was searching the internet and found them at amazon. we ordered a box of each. i like the spicy and my husband likes the orgin...,5,{'BRAND': ['amazon']},positive
226350,"my son is allergic to milk and soy. we have tried hemp milk, almond milk, and rice milk. by far this is his favorite. we use vanilla for almost all purposes and keep some 8oz boxes of original on hand...",5,{},neutral
162306,"these used to almost never be in stock. inventory has improved, making them more predictable. it is a delicious flavored coffee, not too much flavor since i normally drink my coffee black. quite good,...",5,{},neutral
517484,these are excellent products. i use them often for gifts. everyone who has gotten them has given rave reviews....,5,{},positive
304694,"excellent taste, quality is great. love that they are all natural organic and at the price, a bargain! i will definitely order these again....",5,{},positive
485157,"found it at whole foods. it doesn't taste much like coffee but it's good in a different way, and definitely has similarities. i was expecting to have to put milk and maybe sugar in it like i do with c...",4,{},positive
467645,"flaked fish and shrimp most likely has the best ingredients in fancy brand. as another review pointed out, it's 15% more protein. not only that, if you look at the ingredients list, you can see ""ocean...",5,{'BRAND': ['amazon']},positive
74771,received the greenies and immediately gave 1 to each of my dogs. lola chewed hers right away and loved it. lily hides hers and then eats it later. nice size and good price. both dogs enjoy greenies....,4,{},positive
47621,"i ordered this teabag sampler after trying a pomegranate tea of this same brand. the item reached me very quick after ordering but, these tea bags are really a waste of money. not at all satisfied wit...",1,{},neutral
356307,on the good side it helps me with nighttime leg cramps.on the bad side it gives me diarrhea.trying to change the amount to see if i can lessen the bad results......,3,{},negative
567822,"this is the best hot cocoa i have found so far, but i hope i can find better. it's not real chocolately. wish it were a bit sweeter but on the whole, i would buy it again if i can't find better....",3,{},positive
560030,i love this candy and it is hard to come by this flavor. great price. it is lasting me a long time and i can give away to friends and family. the right way to enjoy chewy spree is to suck on it for 10...,5,{},positive
567224,"these drink are good enought that if you are buying them for health you will like them, but don't think they will be a nice treat to have, there is very little flavor in them....",3,{},positive
536639,"i grew up with this can around my house -my parents, like me, are coffee drinkers. somehow it got phased out by my teens but i picked up a can at my local asian supermarket around three months ago.the...",5,{},neutral
248446,i bought this because i would buy kirkland (costco's brand) instant mac 'n' cheese and almost always only use the cheese powder as a quick way to make mac n cheese with my favorite pasta. when it came...,1,{'ORG': ['costco']},neutral
251504,this coffee has a full bodied flavor without being overwhelming. it's not too weak or acidic like other decafs i've tried. i will definitely buy again....,5,{},neutral
398715,"great at all times of day! i munch a kind bar during the day for a snack or after dinner for dessert. these bars are fulfilling, hitting my sweet tooth and filling me up. a++++...",5,{},positive
365844,i am satisfied with this product and purchase. the item was delivered earlier than expected. the only draw back was amazon apparently set me up on a revolving delivery account without my request or pe...,5,{'BRAND': ['amazon']},positive
226493,good taste. took a long time to get shipped but they were worth waiting for. good price as well....,4,{},positive
399897,"i really enjoyed this iced cappucino, even though it was from a can. poured over ice in a nice clear glass, it looks and tastes like the fresh brewed real deal. i had never tried this before being off...",5,{},neutral
194471,"from our experience the extra virgin, while very good, is slightly lacking in the flavor and fruitiness of the sicilian also by frantoia and available at a slightly lesser price from amazon. maybe it ...",4,{'BRAND': ['amazon']},neutral
287219,"i'm actually a diabetic; and cereal, because of it's high glucose content, is usually something i stay away from. if i eat cereal for breakfast, even the good cereals like corn flakes or cheerios, i s...",5,{},positive
241670,"this product's ingredient profile on the earth's best website does not list ""syrup solids""; however, buyers should be aware that the formula has recently changed to now include this ingredient. their ...",1,{},positive
459399,we lived in japan for 3 years and i leaned to love green tea. upon our return to the u.s. i started a hunt for green tea in a price range suitable for daily use - e.g. breakfast. stash premium green t...,5,{},neutral
246479,"chocolate always compliments coffee. it's the same case here. the dark chocolate taste is obvious but not overpowering. the coffee smells and tastes very smooth. so, it truly is a good combination for...",5,{},positive
375250,what can you possibly dislike about puddles? koeze's puddles are by far the most amazing puddle/turtle/bear-claw candy out there. end of story!puddles are a holiday tradition in my husband's family. a...,5,{'ORG': ['caramel']},neutral
461472,i grew up eating these and introduced them to my very picky five year old. she absolutely loves them. we moved last year and i haven't been able to find them in a store - so when i found them on amazo...,5,{'BRAND': ['amazon']},neutral
501596,"i am a hardcore chocoholic. i try and keep fit by watching what i eat, limiting my carbs and exercising on the regular. but chocolate...well, i haven't been able to slay that demon.until now!enter tis...",4,{'ORG': ['demon.until now!enter tisano.i']},positive
553130,"the proportions on the back are vague, didn't ferment well. i even put it in the proof cycle in the oven to help it along. i've had better luck with other brands.......",3,{},neutral
325794,i got this present as a gift for my brother and he loves it! i'm happy to see that we have an entire year until any of them expire giving us plenty of time to eat the cereal. instead of being giant ch...,5,{},positive
240807,this is a taste good product for those of us with s cholesterol problem. it does help to a degree in reducing the problem and is valuable for people who cannot tolerate the statin medications...,5,{},positive
450594,the bread mixes are perfect-i made every single loaf and they came better than perfect...thank you...,5,{},neutral
375638,"the perfect low carb snack with just the right amount of crunch and spice. i really like these little meaty pieces.i keep mine in the freezer and just take a package out when needed, so have never had...",5,{},positive
309927,"this is by far one of the best pastas if you like wheat and angel hair. i've tried many others, but can't find any that compare to this one....",5,{},positive
71494,"it is very good tea. better than any other i have had. every time that i make tea with it, it tastes exceptionally good. also for the price and flavour, it is a good value. definately, if you want a g...",5,{},positive
492459,i've used this product for several months and like the different taste it gives to pancakes. actually a 1/2 & 1/2 mix with whole wheat flour is better than a straight buckwheat pancake. only problem n...,5,{},neutral
124627,i ordered this cheese for my mom who was on vacation in florida. it arrived on time. this swiss cheese is huge and tasty. she has had several cocktail parties since and all loved it. i will be orderin...,5,{},neutral
364072,"this is wonderful semi-sweet chocolate.i usually favor dark chocolate, and this isn't as dark as i'd usually get, but i find this really a treat.pros:1. it's not too sugary sweet, like us chocolates t...",5,{},positive
43039,"i will stick with tazo, republic of tea or another premium brand for authentic bergamot flavor. i will not buy this tea again. some may like the flavor but i found it cloying and slightly sweet - not ...",3,{},neutral
386934,the peach flavor of knudsen spritzers is one of their best (i also recommend strawberry and mango fandango). the soda doesn't contain any added sugar or other undesirables. while the main juice isn't ...,5,{'ORG': ['strawberry']},positive
476563,"i'm used to buying 12 poptarts for $2.89 in my area (tennessee) so i thought 36 for $6.70 from amazon was a slightly better deal with the prime free shipping. well, it would have been if the poptarts ...",2,{'BRAND': ['amazon']},positive
81476,"if you love salt & vinegar chips like i do, these are for you. great salty snack, high in protein, pretty filling, and without the grease of potato chips. definitely recommend!...",4,{},positive
308425,this is the most amazing jasmine green tea that i have ever encountered! you can really taste the jasmine flowers on many levels. sitting and drinking this cup of tea is both a peaceful and evocative ...,5,{},positive
78059,pops well with air popper. decent flavor (though may want to add a low sodium topping). fast ship. good value. who could ask for anything more?...,4,{},positive
306687,"i buy organic when possible and have been a fan of mccann's steel cut oatmeal for years, but saw the reviews for country choice here by amazon customers and noticed it was a winner in cooking illustra...",5,"{'ORG': ['mccann'], 'BRAND': ['amazon']}",neutral
265491,this is a great product -- for my super picky family it is perfect. one son loves the iced cookies and the other likes the plain ones -- it's great for all of us who have a variety of eaters. my reaso...,4,{'BRAND': ['amazon']},positive
212201,"i love this drink! tastes just like yoohoo. sadly, i saw the price jump and figured i should just buy it at my local whole foods...until i realized i can't find it there anymore either!! i don't know ...",5,{},positive
544708,our elderly terrier always liked rawhide chews but she tended to gag on them and then they were difficult to digest. she seldom enjoyed that chewing exercise. the c.e.t. enzymatic oral hygiene chews a...,4,{'BRAND': ['amazon']},positive
15257,"i did like you probably did: read all the healthiness (gluten free, etc) and translated it to be 'tasteless yuck'. and then i opened one bar and looked at how...small it seemed and felt robbed.i have ...",5,{},positive
375256,i bought these caramels because i needed a treat that is individually wrapped (they stand along side jolly ranchers and starbursts!) they taste great; creamy and delicious. if caramels run into a prob...,4,{'ORG': ['caramel']},positive
479092,"this cereal not only tastes good and is good for you. it will clean you out pretty good as well! tons of fiber and beleive it or not, this cereal has like 9 grams of protien per serving!!!...",5,{},positive
325469,i expected this assortment to be a little larger but the products in it were of good quality. the vendor had a quick shipping turn-around time....,3,{},positive
61167,they taste fantastic but it seems like the paper-thin chocolate layer is so thin that the shipping process just made the cookies crumble; even the ones that were not broken up by the shipping fell apa...,4,{},positive
290091,"pops big, tastes great, but the hulls are huge! (expensive) i feel like a dog with peanut butter on my tongue trying to get rid of the hulls that suction cupped to the back of my tongue. wanted to try...",3,{'PRODUCT': ['peanut butter']},neutral
253967,"i think i received a bad batch( there's no expiration date). tried one---made me a bit queasy afterwards; like a fool i tried another( a few days later), this time w/o the mustard/mayo, and felt sick ...",2,{'BRAND': ['amazon']},neutral
467458,after recently discovering a gluten intolerance i have been struggling to find things that i can take for lunch that actually satisfy my hunger. i have tried other gluten free products and have been d...,4,{},negative
206655,"these snacks are great! the natural flavor is a lot like the slim jims we ate as kids. only these are healthier! great to carry in purse to keep sugar from getting low while on the run. also, my job h...",5,{},positive
455794,received these vanilla beans very shortly after ordering but have not tried it yet. saving it for summer guests. planning on making a churn of fresh (right off my peach trees) peach-vanilla ice cream!...,5,{},neutral
49937,"living in the bay area, i used to pick these up for lunch and snacktime from whole foods every single schoolday. they're nummy--taste just like chocolate and raspberries, not fake tasting, rich and sa...",5,{},positive
124490,absolute rip off - i was not sent the item as stated and pictured. i was sent the creme latte; which you can purchase at your local supermarket for $6.50.i did not want the maxwell house creme latte; ...,1,{},neutral
510478,"i'm not sure if the four i purchased were from a bad batch or what, but the product had no effect on me whatsoever. i have tried the blue lotus 50:1 tablets and was very satisfied. i thought a liquid ...",1,{'ORG': ['lotus']},negative
541718,"i liked everything about this chip except they are too salty... i accomodated by making my gracamole, and other dips salt free. balanced them out. texture is wonderful, great corn taste. i brush exces...",4,{},positive
390473,"my little darlings, and i use the word advisedly, absolutely love this. and for me, their obediant gourmet container opener, this is really convenient. i have a standing order so my precious pusses wi...",5,{'BRAND': ['amazon']},positive
111810,both grand-dogs love this product and the price was very good. the packages keep fresh until the dogs are here and i am ready to share....,4,{},positive
444873,"love it, delicious and good source of protein is like you are eating a dessert! very good i recommend this product to anyone who wants a protein snack!...",5,{},positive
563829,"these cookies are delicious! so soft and flavorful. my fave! my first time trying these cookies was a couple of weeks ago, and i will defiantly recommend....",5,{},neutral
403956,so glad to find these. my daughter is doctoral student with heavy schedule and celiac--these are so perfect for her to grab as a high quality snack. she likes the other two flavors (vanilla and chocol...,5,{'BRAND': ['amazon']},positive
295309,"pureed habanero peppers. just perfect!this is the stuff toluca gourmet tried to copy, but it looks like they are alreadyfinished after only a few years in business. praise be once again to goya foods ...",5,{'ORG': ['pureed habanero']},neutral
494109,it is amazing!the caviar is very fresh and very delicious.i like it.i want eat this caviar every day.i want buy more....,5,{'ORG': ['delicious.i']},neutral
27305,i can't stop eating these - so decadent emily's dark chocolate covered mixed berries-affordable - what a treat...,5,{},neutral
276496,"this selection was my own fault. i assumed these noodles were something i was vaguely familiar with. wrong. they were not to my taste, which does not say they are not good. i am sure they are made wit...",2,{},neutral
545843,i got 2 medium size puppies from a rescue place and needed something for them to keep busy. loved these things at first because the dogs loved them and they lasted quite a while. but after the pups st...,4,{},neutral
415698,"i was concerned that it wouldn't taste good unless it was mixed with yogurt the night before as so many reviewers had stated they do---i'm happy to report that i put it in a bowl, pour on some low-fat...",5,{},positive
484911,"these have much more flavor and taste than regular tortilla chips. always a hit when friends come over and we put out the snacks. top quality ingredients; brown rice, oat fiber, sunflower seeds etc. a...",5,{},positive
220264,"i have replaced candy bars with the kind bars, and they are better. my favorite are nut delight. the ones with chocolate are my least favorite....",5,{},neutral
107687,"after ordering these for 3 years for my dog, they sent a different brand distributed by radio systems corp, made in china. granted, when i look at what's remaining of my last package of premier busy b...",1,{'ORG': ['radio systems corp']},negative
263629,last time i ate ramen was when i was a 16 yrs old and even then i didn't care for them much (but in a pinch was a quick meal). i bought a whole bunch of noodles for my nephew who is in college and see...,5,{},positive
498641,"these lollipops really are good. tasty and good for you. my kids liked the flavors and the cute flavor names. as a mother, i feel good about giving them a treat that's good for them!! i even passed th...",5,{},positive
380800,"this is great tea for a great price. have made several pots don't end up with a lot of powder unlikde some of the brand names. in fact, for englich breakfast this is as good or better than just about ...",5,{},positive
280403,"with hundreds (if not thousands) of coffee brands and/or types, it's tough to choose one, especially online without tasting. i took a shot at community coffee's whole-bean french roast. i bought a ham...",4,{},positive
259873,i like the juice but fine i can no longer afford it as i have bought it for $1.99 in market but can no longer find it? on line it is much more expensive?ruthpowell were can i find it in a store i live...,4,{},neutral
238877,"my dog had an increased interest in his food for a very short time after using this product, then he got tired of it like he does everything. so the search continues......",2,{},neutral
268188,"i just ate my first bar, and was thinking to reorder. but i'm concerned that the omega balance is unhealthy. omega-6 is 1200mg, in one bar, and omega-3 is only a third of that... at 410mg. (omega-6 st...",4,{},neutral
170530,we fell in love with popcornopolis when we first tried it at a blockbuster store... however the pricewas pretty steep for the small cone that you got... so i looked it up on amazon and lo and behold h...,5,{'BRAND': ['amazon']},positive
377969,"i just got my pb2 in the mail today, and i was very curious as to how it would taste. i was pleasantly surprised! no, it does not taste as good as peanut butter, but considering it has 85% less fat, i...",5,"{'PRODUCT': ['peanut butter'], 'ORG': ['pb&j']}",positive
39684,"my cat gets one whiskas temptation treat whenever i do her nails. she's always been very compliant, but the treats have made her jello in my arms. not so sure about the soft filling, because she swall...",4,{},neutral
52808,"there are tons of environmentally and family friendly ways to use baking soda. we mainly use it for baking and cleaning purposes.this is not a bad deal, however, you should be aware that compared to p...",5,{'BRAND': ['amazon']},positive
45718,"it is a raw, cold day in michigan today, the perfect time to try the gold kili all natural instant ginger & lemon beverage beverage. my first concern was that the directions are in ml instead of oz......",2,{},positive
543609,this liquid vitamin is pretty tasty. i thought it made my water taste like watered down crystal light. my kids also liked that it made their water turn pink and gave it a faint sweet taste. it's not o...,4,{},positive
42911,"i admit that i am not a big dark chocolate fan. i first noticed that the chocolate does not have that sharp bitter taste that most dark chocolate has. then again, it doesn't really have any taste. by ...",1,{},neutral
437594,"i was subscribing this for more a convenience reason besides i like earl gray flavor and didn't run out of the stuff. if you drink earl gray regulary and want to have some available, this would be a g...",5,{},positive
203732,"this is a very flavorful beef stock. it is usda certified organic, which is nice. it can be a little more expensive than other beef broths in the same format. i have found that it is much lower in sod...",4,{},positive
396098,"between my children and myself we eat a box of little bites every couple days. i love the flavor and texture of this cereal and it is pretty healthy too. for my kids this cereal is a treat, (i don't a...",4,{},neutral
496519,these are some of the best tasting protein bars i've ever had. they're like eating a snack but they've also got a good amount of protein in there. power crunch bars are my new favorite; i highly recom...,5,{},positive
373391,i am an avid tea drinker who turned to the drink after realizing my body can't really tolerate coffee. i enjoy rooibos on occasion and use it for chai when serving to people who are sensative to caffi...,2,{'ORG': ['sharp.i']},positive
297212,i purchased one variety of this product at a local gourmet grocery store (this review is for the italian herb mix.) i cook with fresh herbs regularly and thought that i would give this a shot. overall...,4,{},positive
477709,"it's microwavable so basically it's ready-to-eat, and it's delicious. well, but dont take this one flavor for everyday. because that can make you feel sick. but sometimes when you are busy with your w...",4,{},neutral
342855,very happy with the shipping and product. great product and price.i am now hooked on cooking with vanilla beans. very easy to cut and scrape and use....,5,{},positive
200932,i've never had finn crisp (any flavor) or other crispbreads before. pretty happy with the taste of traditional crackers (i can eat a lot of them without toppings). just starting to explore the crispbr...,2,{'BRAND': ['amazon']},positive
481638,equal exchange coffee is has dark to light roast and is bought directly fromt he local farmer. they have been in business for more than ten years....,5,{},neutral
228774,used to eat the spicy thai flavor all the time. msg makes my body unhappy and this was one of the few flavored chips that was msg free. now they have changed the whole recipe and how they make them. i...,1,{},negative
